Episode    100  |  Step  1.9  |  Score   20.6  |  Loss   nan  |  Eps  1.00  |  Q   nan  |  Rem 1.56
Episode  43300  |  Step  9.5  |  Score  -15.5  |  Loss 0.634  |  Eps  0.46  |  Q  48.4  |  Rem 4.17
Episode  43400  |  Step  9.2  |  Score   -4.5  |  Loss 0.660  |  Eps  0.46  |  Q  46.0  |  Rem 3.69
Episode  43500  |  Step  9.7  |  Score  -10.1  |  Loss 0.635  |  Eps  0.46  |  Q  44.1  |  Rem 4.00
Episode  43600  |  Step  9.9  |  Score  -10.2  |  Loss 0.640  |  Eps  0.46  |  Q  45.6  |  Rem 4.04
Episode  43700  |  Step  9.7  |  Score   -8.4  |  Loss 0.594  |  Eps  0.46  |  Q  45.2  |  Rem 3.95
Episode  43800  |  Step  9.5  |  Score  -10.5  |  Loss 0.672  |  Eps  0.46  |  Q  45.1  |  Rem 4.04
Episode  43900  |  Step  9.5  |  Score  -10.9  |  Loss 0.737  |  Eps  0.46  |  Q  45.1  |  Rem 3.87
Episode  44000  |  Step  9.7  |  Score   -3.6  |  Loss 0.669  |  Eps  0.46  |  Q  45.5  |  Rem 3.63
Episode  44100  |  Step  9.6  |  Score   -8.8  |  Loss 0.661  |  Eps  0.45  |  Q  44.3  |  Rem 4.01
Episode  44200  |  Step  9.9  |  Score   -9.6  |  Loss 0.613  |  Eps  0.45  |  Q  42.1  |  Rem 4.19
Episode  44300  |  Step  9.9  |  Score   -9.1  |  Loss 0.709  |  Eps  0.45  |  Q  40.1  |  Rem 3.87
Episode  44400  |  Step 10.6  |  Score  -11.3  |  Loss 0.676  |  Eps  0.45  |  Q  41.9  |  Rem 4.36
Episode  44500  |  Step 10.6  |  Score  -10.4  |  Loss 0.670  |  Eps  0.45  |  Q  45.1  |  Rem 3.97
Episode  44600  |  Step 10.1  |  Score   -7.1  |  Loss 0.799  |  Eps  0.45  |  Q  46.8  |  Rem 3.80
Episode  44700  |  Step 10.4  |  Score   -7.4  |  Loss 0.726  |  Eps  0.45  |  Q  44.0  |  Rem 3.91
Episode  44800  |  Step 10.5  |  Score  -16.3  |  Loss 0.705  |  Eps  0.45  |  Q  39.2  |  Rem 4.48
Episode  44900  |  Step 10.7  |  Score   -7.8  |  Loss 0.697  |  Eps  0.44  |  Q  39.1  |  Rem 3.79
Episode  45000  |  Step 10.8  |  Score   -9.9  |  Loss 0.671  |  Eps  0.44  |  Q  41.1  |  Rem 4.15
Episode  45100  |  Step 10.6  |  Score  -10.3  |  Loss 0.773  |  Eps  0.44  |  Q  41.2  |  Rem 4.19
Episode  45200  |  Step 10.2  |  Score  -15.2  |  Loss 0.734  |  Eps  0.44  |  Q  40.9  |  Rem 4.47
Episode  45300  |  Step 10.6  |  Score  -12.2  |  Loss 0.765  |  Eps  0.44  |  Q  39.1  |  Rem 4.27
Episode  45400  |  Step 10.3  |  Score   -7.6  |  Loss 0.707  |  Eps  0.44  |  Q  37.2  |  Rem 3.92
Episode  45500  |  Step 10.2  |  Score  -10.4  |  Loss 0.799  |  Eps  0.44  |  Q  40.3  |  Rem 4.13
Episode  45600  |  Step 10.3  |  Score   -7.0  |  Loss 0.757  |  Eps  0.44  |  Q  44.6  |  Rem 4.05
Episode  45700  |  Step 10.5  |  Score   -8.7  |  Loss 0.788  |  Eps  0.43  |  Q  43.6  |  Rem 4.13
Episode  45800  |  Step 10.3  |  Score  -10.6  |  Loss 0.779  |  Eps  0.43  |  Q  39.3  |  Rem 3.96
Episode  45900  |  Step 10.8  |  Score  -11.4  |  Loss 0.900  |  Eps  0.43  |  Q  37.2  |  Rem 4.40
Episode  46000  |  Step 10.8  |  Score   -3.8  |  Loss 0.741  |  Eps  0.43  |  Q  38.7  |  Rem 4.07
Episode  46100  |  Step 11.0  |  Score   -6.5  |  Loss 0.878  |  Eps  0.43  |  Q  41.1  |  Rem 4.08
Episode  46200  |  Step 10.4  |  Score  -10.3  |  Loss 0.761  |  Eps  0.43  |  Q  41.7  |  Rem 4.16
Episode  46300  |  Step 10.5  |  Score   -7.4  |  Loss 0.734  |  Eps  0.43  |  Q  39.8  |  Rem 3.92
Episode  46400  |  Step 10.5  |  Score   -3.9  |  Loss 0.832  |  Eps  0.43  |  Q  39.3  |  Rem 3.80
Episode  46500  |  Step 11.5  |  Score   -5.8  |  Loss 0.832  |  Eps  0.42  |  Q  39.5  |  Rem 4.05
Episode  46600  |  Step 11.2  |  Score   -8.5  |  Loss 0.875  |  Eps  0.42  |  Q  37.2  |  Rem 4.21
Episode  46700  |  Step 11.6  |  Score  -10.0  |  Loss 0.806  |  Eps  0.42  |  Q  38.7  |  Rem 4.31
Episode  46800  |  Step 11.5  |  Score   -8.0  |  Loss 0.856  |  Eps  0.42  |  Q  39.0  |  Rem 4.41
Episode  46900  |  Step 11.7  |  Score   -7.6  |  Loss 0.831  |  Eps  0.42  |  Q  35.6  |  Rem 4.15
Episode  47000  |  Step 11.4  |  Score   -7.7  |  Loss 0.881  |  Eps  0.42  |  Q  38.3  |  Rem 4.35
Episode  47100  |  Step 11.7  |  Score   -9.9  |  Loss 0.853  |  Eps  0.42  |  Q  38.6  |  Rem 4.31
Episode  47200  |  Step 11.7  |  Score  -10.9  |  Loss 0.898  |  Eps  0.42  |  Q  37.2  |  Rem 4.23
Episode  47300  |  Step 11.0  |  Score  -11.0  |  Loss 0.928  |  Eps  0.41  |  Q  37.6  |  Rem 4.37
Episode  47400  |  Step 11.6  |  Score   -9.0  |  Loss 0.940  |  Eps  0.41  |  Q  37.6  |  Rem 4.13
Episode  47500  |  Step 11.7  |  Score  -10.2  |  Loss 0.734  |  Eps  0.41  |  Q  36.7  |  Rem 4.36
Episode  47600  |  Step 11.8  |  Score   -7.2  |  Loss 0.935  |  Eps  0.41  |  Q  34.1  |  Rem 4.33
Episode  47700  |  Step 11.5  |  Score  -13.4  |  Loss 0.867  |  Eps  0.41  |  Q  31.1  |  Rem 4.39
Episode  47800  |  Step 11.7  |  Score   -9.7  |  Loss 0.938  |  Eps  0.41  |  Q  29.4  |  Rem 4.27
Episode  47900  |  Step 11.5  |  Score  -14.5  |  Loss 0.904  |  Eps  0.41  |  Q  30.6  |  Rem 4.33
Episode  48000  |  Step 11.3  |  Score  -10.1  |  Loss 0.854  |  Eps  0.41  |  Q  33.0  |  Rem 4.27
Episode  48100  |  Step 11.6  |  Score  -12.8  |  Loss 0.869  |  Eps  0.40  |  Q  32.9  |  Rem 4.29
Episode  48200  |  Step 11.2  |  Score   -6.1  |  Loss 0.814  |  Eps  0.40  |  Q  32.1  |  Rem 4.05
Episode  48300  |  Step 11.7  |  Score   -9.5  |  Loss 0.905  |  Eps  0.40  |  Q  34.7  |  Rem 4.23
Episode  48400  |  Step 11.8  |  Score  -14.4  |  Loss 0.927  |  Eps  0.40  |  Q  31.5  |  Rem 4.60
Episode  48500  |  Step 11.4  |  Score  -10.1  |  Loss 0.861  |  Eps  0.40  |  Q  28.9  |  Rem 4.05
Episode  48600  |  Step 12.6  |  Score   -6.7  |  Loss 0.885  |  Eps  0.40  |  Q  32.9  |  Rem 4.37
Episode  48700  |  Step 12.9  |  Score  -13.0  |  Loss 0.993  |  Eps  0.40  |  Q  32.8  |  Rem 4.79
Episode  48800  |  Step 12.4  |  Score  -13.9  |  Loss 0.840  |  Eps  0.40  |  Q  29.8  |  Rem 4.61
Episode  48900  |  Step 12.9  |  Score   -7.5  |  Loss 0.883  |  Eps  0.39  |  Q  31.4  |  Rem 4.32
Episode  49000  |  Step 12.9  |  Score   -7.1  |  Loss 0.978  |  Eps  0.39  |  Q  34.0  |  Rem 4.28
Episode  49100  |  Step 12.5  |  Score   -4.8  |  Loss 0.924  |  Eps  0.39  |  Q  28.1  |  Rem 4.04
Episode  49200  |  Step 12.5  |  Score  -12.0  |  Loss 0.850  |  Eps  0.39  |  Q  25.7  |  Rem 4.55
Episode  49300  |  Step 12.2  |  Score  -13.1  |  Loss 0.920  |  Eps  0.39  |  Q  24.6  |  Rem 4.68
Episode  49400  |  Step 12.4  |  Score  -10.5  |  Loss 0.921  |  Eps  0.39  |  Q  26.4  |  Rem 4.29
Episode  49500  |  Step 12.2  |  Score  -13.5  |  Loss 0.831  |  Eps  0.39  |  Q  25.6  |  Rem 4.75
Episode  49600  |  Step 12.5  |  Score   -6.3  |  Loss 0.799  |  Eps  0.39  |  Q  27.1  |  Rem 4.53
Episode  49700  |  Step 12.5  |  Score   -7.3  |  Loss 0.930  |  Eps  0.38  |  Q  27.9  |  Rem 4.47
Episode  49800  |  Step 12.7  |  Score   -9.6  |  Loss 0.838  |  Eps  0.38  |  Q  26.0  |  Rem 4.43
Episode  49900  |  Step 12.6  |  Score   -8.1  |  Loss 0.886  |  Eps  0.38  |  Q  28.4  |  Rem 4.37
Episode  50000  |  Step 12.6  |  Score  -10.4  |  Loss 0.851  |  Eps  0.38  |  Q  30.6  |  Rem 4.53
Episode  50100  |  Step 12.3  |  Score  -10.6  |  Loss 0.910  |  Eps  0.38  |  Q  28.2  |  Rem 4.52
Episode  50200  |  Step 12.7  |  Score   -0.7  |  Loss 0.908  |  Eps  0.38  |  Q  30.1  |  Rem 4.09
Episode  50300  |  Step 12.9  |  Score   -6.7  |  Loss 0.899  |  Eps  0.38  |  Q  28.5  |  Rem 4.43
Episode  50400  |  Step 12.2  |  Score  -12.9  |  Loss 0.805  |  Eps  0.38  |  Q  25.7  |  Rem 4.41
Episode  50500  |  Step 12.5  |  Score  -11.0  |  Loss 0.909  |  Eps  0.38  |  Q  23.6  |  Rem 4.39
Episode  50600  |  Step 13.3  |  Score   -4.8  |  Loss 0.862  |  Eps  0.37  |  Q  27.3  |  Rem 4.43
Episode  50700  |  Step 13.7  |  Score  -14.9  |  Loss 0.951  |  Eps  0.37  |  Q  24.4  |  Rem 5.00
Episode  50800  |  Step 13.6  |  Score   -7.1  |  Loss 1.028  |  Eps  0.37  |  Q  23.5  |  Rem 4.63
Episode  50900  |  Step 13.4  |  Score  -10.4  |  Loss 0.867  |  Eps  0.37  |  Q  27.2  |  Rem 4.43
Episode  51000  |  Step 13.4  |  Score  -13.2  |  Loss 0.863  |  Eps  0.37  |  Q  25.1  |  Rem 4.89
Episode  51100  |  Step 13.5  |  Score   -7.8  |  Loss 0.745  |  Eps  0.37  |  Q  25.7  |  Rem 4.48
Episode  51200  |  Step 13.7  |  Score   -6.9  |  Loss 0.791  |  Eps  0.37  |  Q  25.5  |  Rem 4.13
Episode  51300  |  Step 13.1  |  Score  -10.5  |  Loss 0.869  |  Eps  0.37  |  Q  19.9  |  Rem 4.40
Episode  51400  |  Step 13.6  |  Score   -4.1  |  Loss 0.795  |  Eps  0.36  |  Q  25.7  |  Rem 4.36
Episode  51500  |  Step 13.5  |  Score   -0.0  |  Loss 0.772  |  Eps  0.36  |  Q  27.4  |  Rem 4.12
Episode  51600  |  Step 13.6  |  Score  -14.1  |  Loss 0.853  |  Eps  0.36  |  Q  23.2  |  Rem 4.84
Episode  51700  |  Step 13.7  |  Score  -13.4  |  Loss 0.875  |  Eps  0.36  |  Q  19.4  |  Rem 4.75
Episode  51800  |  Step 13.3  |  Score   -7.3  |  Loss 0.774  |  Eps  0.36  |  Q  23.0  |  Rem 4.13
Episode  51900  |  Step 13.7  |  Score  -10.2  |  Loss 0.788  |  Eps  0.36  |  Q  22.5  |  Rem 4.68
Episode  52000  |  Step 13.8  |  Score  -11.1  |  Loss 0.793  |  Eps  0.36  |  Q  20.6  |  Rem 4.61
Episode  52100  |  Step 14.1  |  Score   -5.8  |  Loss 0.871  |  Eps  0.36  |  Q  23.1  |  Rem 4.48
Episode  52200  |  Step 13.8  |  Score   -6.8  |  Loss 0.768  |  Eps  0.35  |  Q  23.9  |  Rem 4.37
Episode  52300  |  Step 13.2  |  Score   -1.8  |  Loss 0.796  |  Eps  0.35  |  Q  25.3  |  Rem 4.13
Episode  52400  |  Step 14.0  |  Score   -8.8  |  Loss 0.783  |  Eps  0.35  |  Q  23.8  |  Rem 4.27
Episode  52500  |  Step 14.6  |  Score   -9.8  |  Loss 0.740  |  Eps  0.35  |  Q  19.5  |  Rem 4.53
Episode  52600  |  Step 14.3  |  Score   -6.7  |  Loss 0.761  |  Eps  0.35  |  Q  19.4  |  Rem 4.44
Episode  52700  |  Step 14.3  |  Score   -7.7  |  Loss 0.746  |  Eps  0.35  |  Q  17.8  |  Rem 4.37
Episode  52800  |  Step 14.7  |  Score  -13.7  |  Loss 0.803  |  Eps  0.35  |  Q  18.3  |  Rem 4.73
Episode  52900  |  Step 14.5  |  Score   -3.3  |  Loss 0.740  |  Eps  0.35  |  Q  18.4  |  Rem 4.13
Episode  53000  |  Step 14.6  |  Score   -7.7  |  Loss 0.737  |  Eps  0.34  |  Q  17.1  |  Rem 4.41
Episode  53100  |  Step 14.6  |  Score   -7.7  |  Loss 0.744  |  Eps  0.34  |  Q  20.5  |  Rem 4.43
Episode  53200  |  Step 14.6  |  Score  -11.1  |  Loss 0.701  |  Eps  0.34  |  Q  15.2  |  Rem 4.52
Episode  53300  |  Step 14.9  |  Score  -10.9  |  Loss 0.613  |  Eps  0.34  |  Q  16.2  |  Rem 4.53
Episode  53400  |  Step 14.9  |  Score   -2.3  |  Loss 0.710  |  Eps  0.34  |  Q  20.8  |  Rem 4.28
Episode  53500  |  Step 14.4  |  Score   -6.1  |  Loss 0.762  |  Eps  0.34  |  Q  20.2  |  Rem 4.57
Episode  53600  |  Step 14.2  |  Score   -5.4  |  Loss 0.709  |  Eps  0.34  |  Q  17.9  |  Rem 4.43
Episode  53700  |  Step 14.3  |  Score   -2.8  |  Loss 0.660  |  Eps  0.34  |  Q  20.7  |  Rem 4.25
Episode  53800  |  Step 14.3  |  Score  -11.4  |  Loss 0.613  |  Eps  0.33  |  Q  18.5  |  Rem 4.52
Episode  53900  |  Step 14.2  |  Score   -9.3  |  Loss 0.750  |  Eps  0.33  |  Q  17.0  |  Rem 4.37
Episode  54000  |  Step 14.4  |  Score   -7.9  |  Loss 0.692  |  Eps  0.33  |  Q  17.9  |  Rem 4.41
Episode  54100  |  Step 14.3  |  Score   -9.5  |  Loss 0.690  |  Eps  0.33  |  Q  15.7  |  Rem 4.44
Episode  54200  |  Step 14.8  |  Score   -1.3  |  Loss 0.680  |  Eps  0.33  |  Q  22.9  |  Rem 4.32
Episode  54300  |  Step 15.4  |  Score   -8.7  |  Loss 0.619  |  Eps  0.33  |  Q  24.0  |  Rem 4.71
Episode  54400  |  Step 15.8  |  Score   -9.6  |  Loss 0.627  |  Eps  0.33  |  Q  21.9  |  Rem 4.69
Episode  54500  |  Step 16.1  |  Score   -9.6  |  Loss 0.730  |  Eps  0.33  |  Q  15.5  |  Rem 4.28
Episode  54600  |  Step 15.9  |  Score   -6.0  |  Loss 0.554  |  Eps  0.32  |  Q  17.9  |  Rem 4.36
Episode  54700  |  Step 15.5  |  Score   -6.6  |  Loss 0.632  |  Eps  0.32  |  Q  19.2  |  Rem 4.39
Episode  54800  |  Step 15.5  |  Score   -3.9  |  Loss 0.616  |  Eps  0.32  |  Q  20.5  |  Rem 4.39
Episode  54900  |  Step 15.4  |  Score   -8.0  |  Loss 0.643  |  Eps  0.32  |  Q  16.5  |  Rem 4.36
Episode  55000  |  Step 15.4  |  Score   -9.9  |  Loss 0.655  |  Eps  0.32  |  Q  14.8  |  Rem 4.45
Episode  55100  |  Step 15.5  |  Score   -6.0  |  Loss 0.576  |  Eps  0.32  |  Q  15.8  |  Rem 4.28
Episode  55200  |  Step 15.6  |  Score   -7.0  |  Loss 0.631  |  Eps  0.32  |  Q  16.1  |  Rem 4.47
Episode  55300  |  Step 15.2  |  Score   -6.6  |  Loss 0.562  |  Eps  0.32  |  Q  20.4  |  Rem 4.35
Episode  55400  |  Step 15.3  |  Score    2.1  |  Loss 0.572  |  Eps  0.31  |  Q  23.0  |  Rem 4.07
Episode  55500  |  Step 15.6  |  Score   -1.0  |  Loss 0.602  |  Eps  0.31  |  Q  23.1  |  Rem 4.16
Episode  55600  |  Step 15.6  |  Score   -7.6  |  Loss 0.558  |  Eps  0.31  |  Q  20.3  |  Rem 4.32
Episode  55700  |  Step 15.5  |  Score   -8.6  |  Loss 0.667  |  Eps  0.31  |  Q  17.8  |  Rem 4.49
Episode  55800  |  Step 15.5  |  Score   -7.2  |  Loss 0.583  |  Eps  0.31  |  Q  13.6  |  Rem 4.03
Episode  55900  |  Step 15.7  |  Score   -7.2  |  Loss 0.541  |  Eps  0.31  |  Q  16.7  |  Rem 4.51
Episode  56000  |  Step 15.4  |  Score   -0.1  |  Loss 0.599  |  Eps  0.31  |  Q  21.7  |  Rem 4.21
Episode  56100  |  Step 16.5  |  Score    1.1  |  Loss 0.630  |  Eps  0.31  |  Q  23.0  |  Rem 3.96
Episode  56200  |  Step 16.7  |  Score    0.6  |  Loss 0.543  |  Eps  0.30  |  Q  24.0  |  Rem 4.32
Episode  56300  |  Step 16.5  |  Score   -1.7  |  Loss 0.633  |  Eps  0.30  |  Q  23.8  |  Rem 4.20
Episode  56400  |  Step 16.5  |  Score   -4.6  |  Loss 0.549  |  Eps  0.30  |  Q  19.9  |  Rem 4.45
Episode  56500  |  Step 16.7  |  Score   -0.8  |  Loss 0.607  |  Eps  0.30  |  Q  20.9  |  Rem 4.08
Episode  56600  |  Step 16.5  |  Score   -4.0  |  Loss 0.625  |  Eps  0.30  |  Q  20.3  |  Rem 4.12
Episode  56700  |  Step 16.6  |  Score   -5.0  |  Loss 0.554  |  Eps  0.30  |  Q  18.0  |  Rem 4.29
Episode  56800  |  Step 16.5  |  Score   -4.6  |  Loss 0.514  |  Eps  0.30  |  Q  23.9  |  Rem 4.21
Episode  56900  |  Step 16.5  |  Score    1.1  |  Loss 0.564  |  Eps  0.30  |  Q  24.8  |  Rem 3.96
Episode  57000  |  Step 16.3  |  Score   -1.6  |  Loss 0.559  |  Eps  0.29  |  Q  23.5  |  Rem 4.15
Episode  57100  |  Step 16.4  |  Score   -6.7  |  Loss 0.550  |  Eps  0.29  |  Q  22.2  |  Rem 4.32
Episode  57200  |  Step 16.8  |  Score   -1.2  |  Loss 0.539  |  Eps  0.29  |  Q  22.7  |  Rem 4.17
Episode  57300  |  Step 16.8  |  Score    0.4  |  Loss 0.559  |  Eps  0.29  |  Q  26.8  |  Rem 3.89
Episode  57400  |  Step 16.5  |  Score   -7.2  |  Loss 0.542  |  Eps  0.29  |  Q  22.8  |  Rem 4.41
Episode  57500  |  Step 16.7  |  Score    2.1  |  Loss 0.562  |  Eps  0.29  |  Q  25.2  |  Rem 4.07
Episode  57600  |  Step 16.4  |  Score    5.7  |  Loss 0.568  |  Eps  0.29  |  Q  26.8  |  Rem 3.89
Episode  57700  |  Step 16.9  |  Score    1.5  |  Loss 0.564  |  Eps  0.29  |  Q  27.9  |  Rem 3.97
Episode  57800  |  Step 17.7  |  Score    2.1  |  Loss 0.497  |  Eps  0.28  |  Q  24.2  |  Rem 3.99
Episode  57900  |  Step 17.5  |  Score    4.2  |  Loss 0.525  |  Eps  0.28  |  Q  27.5  |  Rem 4.31
Episode  58000  |  Step 17.5  |  Score   -5.8  |  Loss 0.530  |  Eps  0.28  |  Q  24.3  |  Rem 4.36
Episode  58100  |  Step 17.8  |  Score    1.6  |  Loss 0.506  |  Eps  0.28  |  Q  24.4  |  Rem 4.11
Episode  58200  |  Step 17.4  |  Score   -0.9  |  Loss 0.531  |  Eps  0.28  |  Q  24.4  |  Rem 4.21
Episode  58300  |  Step 17.5  |  Score    3.9  |  Loss 0.566  |  Eps  0.28  |  Q  25.7  |  Rem 3.89
Episode  58400  |  Step 17.4  |  Score    2.6  |  Loss 0.524  |  Eps  0.28  |  Q  25.9  |  Rem 3.87
Episode  58500  |  Step 17.4  |  Score   -2.7  |  Loss 0.626  |  Eps  0.28  |  Q  25.5  |  Rem 4.29
Episode  58600  |  Step 17.3  |  Score   -1.1  |  Loss 0.509  |  Eps  0.27  |  Q  25.1  |  Rem 4.24
Episode  58700  |  Step 17.1  |  Score   -0.4  |  Loss 0.520  |  Eps  0.27  |  Q  31.6  |  Rem 4.32
Episode  58800  |  Step 17.8  |  Score    8.0  |  Loss 0.518  |  Eps  0.27  |  Q  33.7  |  Rem 3.97
Episode  58900  |  Step 17.6  |  Score   -0.3  |  Loss 0.503  |  Eps  0.27  |  Q  24.6  |  Rem 4.15
Episode  59000  |  Step 17.6  |  Score    7.0  |  Loss 0.555  |  Eps  0.27  |  Q  34.2  |  Rem 3.87
Episode  59100  |  Step 17.4  |  Score   11.5  |  Loss 0.511  |  Eps  0.27  |  Q  25.0  |  Rem 3.79
Episode  59200  |  Step 17.4  |  Score   -0.6  |  Loss 0.551  |  Eps  0.27  |  Q  30.0  |  Rem 4.17
Episode  59300  |  Step 17.4  |  Score   -0.5  |  Loss 0.501  |  Eps  0.27  |  Q  27.4  |  Rem 4.15
Episode  59400  |  Step 17.9  |  Score    5.6  |  Loss 0.545  |  Eps  0.26  |  Q  27.8  |  Rem 3.92
Episode  59500  |  Step 18.5  |  Score    4.2  |  Loss 0.488  |  Eps  0.26  |  Q  26.6  |  Rem 4.25
Episode  59600  |  Step 18.6  |  Score    4.5  |  Loss 0.569  |  Eps  0.26  |  Q  31.6  |  Rem 3.75
Episode  59700  |  Step 18.5  |  Score   -1.1  |  Loss 0.578  |  Eps  0.26  |  Q  28.7  |  Rem 4.20
Episode  59800  |  Step 18.2  |  Score    0.1  |  Loss 0.580  |  Eps  0.26  |  Q  30.6  |  Rem 4.19
Episode  59900  |  Step 18.7  |  Score    9.6  |  Loss 0.550  |  Eps  0.26  |  Q  33.5  |  Rem 4.09
Episode  60000  |  Step 18.7  |  Score    1.7  |  Loss 0.507  |  Eps  0.26  |  Q  32.2  |  Rem 3.76
Episode  60100  |  Step 18.3  |  Score    6.4  |  Loss 0.601  |  Eps  0.26  |  Q  31.0  |  Rem 4.08
Episode  60200  |  Step 18.4  |  Score    5.5  |  Loss 0.542  |  Eps  0.26  |  Q  33.7  |  Rem 4.01
Episode  60300  |  Step 18.4  |  Score    6.0  |  Loss 0.548  |  Eps  0.25  |  Q  35.8  |  Rem 3.47
Episode  60400  |  Step 18.5  |  Score    7.5  |  Loss 0.557  |  Eps  0.25  |  Q  34.2  |  Rem 3.93
Episode  60500  |  Step 18.4  |  Score    2.4  |  Loss 0.530  |  Eps  0.25  |  Q  31.9  |  Rem 3.84
Episode  60600  |  Step 18.1  |  Score    7.5  |  Loss 0.528  |  Eps  0.25  |  Q  37.5  |  Rem 3.88
Episode  60700  |  Step 18.8  |  Score    5.7  |  Loss 0.555  |  Eps  0.25  |  Q  36.0  |  Rem 4.05
Episode  60800  |  Step 18.5  |  Score    9.5  |  Loss 0.542  |  Eps  0.25  |  Q  36.8  |  Rem 4.07
Episode  60900  |  Step 18.9  |  Score    7.4  |  Loss 0.514  |  Eps  0.25  |  Q  34.6  |  Rem 4.01
Episode  61000  |  Step 18.5  |  Score   -0.4  |  Loss 0.518  |  Eps  0.25  |  Q  35.9  |  Rem 4.08
Episode  61100  |  Step 19.5  |  Score   10.5  |  Loss 0.551  |  Eps  0.24  |  Q  39.4  |  Rem 3.83
Episode  61200  |  Step 19.3  |  Score   16.1  |  Loss 0.607  |  Eps  0.24  |  Q  47.6  |  Rem 3.57
Episode  61300  |  Step 19.3  |  Score   10.5  |  Loss 0.544  |  Eps  0.24  |  Q  39.7  |  Rem 3.57
Episode  61400  |  Step 19.1  |  Score   10.3  |  Loss 0.612  |  Eps  0.24  |  Q  39.2  |  Rem 3.80
Episode  61500  |  Step 19.5  |  Score    7.2  |  Loss 0.560  |  Eps  0.24  |  Q  39.5  |  Rem 3.69
Episode  61600  |  Step 19.4  |  Score    9.8  |  Loss 0.588  |  Eps  0.24  |  Q  38.8  |  Rem 3.69
Episode  61700  |  Step 19.5  |  Score    8.8  |  Loss 0.536  |  Eps  0.24  |  Q  39.4  |  Rem 3.89
Episode  61800  |  Step 19.5  |  Score   12.0  |  Loss 0.565  |  Eps  0.24  |  Q  42.6  |  Rem 3.59
Episode  61900  |  Step 19.6  |  Score   14.9  |  Loss 0.570  |  Eps  0.23  |  Q  45.1  |  Rem 3.57
Episode  62000  |  Step 19.2  |  Score   13.4  |  Loss 0.558  |  Eps  0.23  |  Q  41.3  |  Rem 3.53
Episode  62100  |  Step 19.4  |  Score    5.5  |  Loss 0.561  |  Eps  0.23  |  Q  41.1  |  Rem 3.95
Episode  62200  |  Step 20.0  |  Score    3.8  |  Loss 0.559  |  Eps  0.23  |  Q  45.3  |  Rem 4.33
Episode  62300  |  Step 19.5  |  Score   11.4  |  Loss 0.531  |  Eps  0.23  |  Q  44.3  |  Rem 3.68
Episode  62400  |  Step 19.4  |  Score   13.2  |  Loss 0.584  |  Eps  0.23  |  Q  46.2  |  Rem 3.84
Episode  62500  |  Step 19.5  |  Score   15.1  |  Loss 0.566  |  Eps  0.23  |  Q  49.1  |  Rem 3.55
Episode  62600  |  Step 19.7  |  Score    9.0  |  Loss 0.533  |  Eps  0.23  |  Q  42.5  |  Rem 4.11
Episode  62700  |  Step 20.5  |  Score   11.6  |  Loss 0.543  |  Eps  0.22  |  Q  50.0  |  Rem 3.59
Episode  62800  |  Step 20.3  |  Score   15.1  |  Loss 0.536  |  Eps  0.22  |  Q  48.9  |  Rem 3.67
Episode  62900  |  Step 20.8  |  Score    9.7  |  Loss 0.524  |  Eps  0.22  |  Q  48.4  |  Rem 3.95
Episode  63000  |  Step 20.6  |  Score   14.8  |  Loss 0.495  |  Eps  0.22  |  Q  46.8  |  Rem 3.77
Episode  63100  |  Step 20.6  |  Score   17.5  |  Loss 0.561  |  Eps  0.22  |  Q  53.2  |  Rem 3.32
Episode  63200  |  Step 20.5  |  Score   14.3  |  Loss 0.554  |  Eps  0.22  |  Q  46.7  |  Rem 3.83
Episode  63300  |  Step 20.5  |  Score   19.5  |  Loss 0.523  |  Eps  0.22  |  Q  47.6  |  Rem 3.44
Episode  63400  |  Step 20.5  |  Score   18.6  |  Loss 0.524  |  Eps  0.22  |  Q  53.9  |  Rem 3.36
Episode  63500  |  Step 20.4  |  Score   21.3  |  Loss 0.533  |  Eps  0.21  |  Q  60.4  |  Rem 3.59
Episode  63600  |  Step 20.5  |  Score   27.1  |  Loss 0.606  |  Eps  0.21  |  Q  54.1  |  Rem 3.33
Episode  63700  |  Step 20.4  |  Score   11.2  |  Loss 0.537  |  Eps  0.21  |  Q  50.1  |  Rem 3.64
Episode  63800  |  Step 20.2  |  Score   13.6  |  Loss 0.526  |  Eps  0.21  |  Q  50.0  |  Rem 3.67
Episode  63900  |  Step 20.7  |  Score   24.2  |  Loss 0.562  |  Eps  0.21  |  Q  59.4  |  Rem 3.37
Episode  64000  |  Step 20.7  |  Score   16.1  |  Loss 0.534  |  Eps  0.21  |  Q  58.5  |  Rem 3.56
Episode  64100  |  Step 20.5  |  Score   24.5  |  Loss 0.504  |  Eps  0.21  |  Q  57.8  |  Rem 3.31
Episode  64200  |  Step 21.3  |  Score   20.9  |  Loss 0.466  |  Eps  0.21  |  Q  64.2  |  Rem 3.33
Episode  64300  |  Step 21.5  |  Score   19.7  |  Loss 0.502  |  Eps  0.20  |  Q  59.1  |  Rem 3.33
Episode  64400  |  Step 21.3  |  Score   23.9  |  Loss 0.576  |  Eps  0.20  |  Q  61.8  |  Rem 3.53
Episode  64500  |  Step 21.5  |  Score   11.3  |  Loss 0.619  |  Eps  0.20  |  Q  54.6  |  Rem 3.32
Episode  64600  |  Step 21.8  |  Score    7.6  |  Loss 0.519  |  Eps  0.20  |  Q  56.0  |  Rem 3.99
Episode  64700  |  Step 21.4  |  Score   19.0  |  Loss 0.593  |  Eps  0.20  |  Q  57.9  |  Rem 3.44
